749,0,1868708,275 Idell Mall,648.0,06-06-2019,05-06-2019
1022,0,5421936,419 Elta Spurs,461.0,06-06-2019,05-06-2019
1660,0,7333316,5468 Lebsack Mountains,356.0,06-06-2019,05-06-2019
1,0,9633824,712 Linwood Parkway,65.0,06-06-2019,05-06-2019
2,0,3025409,257 Hane Isle,79.0,06-06-2019,05-06-2019
3,0,3347176,93782 Eulalia Flat,384.0,06-06-2019,05-06-2019
4,0,4657095,5974 Nolan Landing,780.0,06-06-2019,05-06-2019
5,0,5034860,7383 Gregorio Manors,176.0,06-06-2019,05-06-2019
6,0,3277358,17789 Metz Club,965.0,06-06-2019,05-06-2019
7,0,3003316,1520 Smith Bypass Suite 142,472.0,06-06-2019,05-06-2019
8,0,2594921,86653 Kreiger Crescent,219.0,06-06-2019,05-06-2019
9,0,9822917,51481 Wolff Glens Suite 038,633.0,06-06-2019,05-06-2019
10,0,3025409,8812 Scotty Mall,137.0,06-06-2019,05-06-2019
11,0,3297411,63006 Alfonzo Islands,751.0,06-06-2019,05-06-2019
12,0,6972267,22425 Coralie Villages Suite 065,420.0,06-06-2019,05-06-2019
13,0,8567880,5982 Marcus Fords Suite 470,349.0,06-06-2019,05-06-2019
14,0,8792233,465 Marcel River,55.0,06-06-2019,05-06-2019
15,0,7999818,2864 Baumbach Falls Apt. 643,23.0,06-06-2019,05-06-2019
16,0,6972267,43048 Cruickshank Ridge Suite 972,396.0,06-06-2019,05-06-2019
17,0,1016725,2772 Mertz Knoll Suite 244,334.0,06-06-2019,05-06-2019
18,0,3780362,840 Strosin Rest Apt. 219,60.0,06-06-2019,05-06-2019
19,0,5173874,337 Zboncak Lodge,680.0,06-06-2019,05-06-2019
20,0,3003316,3479 Mazie Springs,291.0,06-06-2019,05-06-2019
21,0,8567880,949 Orville Fork,925.0,06-06-2019,05-06-2019
22,0,6188217,4771 Waldo Parkway,179.0,06-06-2019,05-06-2019
23,0,9800905,55283 Izaiah Bypass Apt. 125,809.0,06-06-2019,05-06-2019
24,0,8105260,134 Jada Island,913.0,06-06-2019,05-06-2019
25,0,7372778,624 Maye Row,982.0,06-06-2019,05-06-2019
26,0,909250,95994 Greenholt Port,836.0,06-06-2019,05-06-2019
27,0,4089102,98373 Murazik Estate Suite 219,744.0,06-06-2019,05-06-2019
28,0,8289528,6275 Lemke Branch,673.0,06-06-2019,05-06-2019
29,0,1868708,31199 Keebler Flat,756.0,06-06-2019,05-06-2019
30,0,9708406,416 Jones Plains Apt. 611,995.0,06-06-2019,05-06-2019
31,0,3297411,1560 Boyer Way,869.0,06-06-2019,05-06-2019
32,0,1810709,214 Koepp Springs,250.0,06-06-2019,05-06-2019
33,0,3324465,7616 Maximillian Ports,245.0,06-06-2019,05-06-2019
34,0,6659624,5346 Heathcote Stream Suite 735,887.0,06-06-2019,05-06-2019
35,0,9633824,6684 Paucek Greens Apt. 839,377.0,06-06-2019,05-06-2019
36,0,1894807,195 Koepp Cove Suite 933,22.0,06-06-2019,05-06-2019
37,0,9800905,8750 Turner Pine,545.0,06-06-2019,05-06-2019
38,0,3832777,47465 Winnifred Keys,16.0,06-06-2019,05-06-2019
39,0,8283868,87270 Sawayn Ports,914.0,06-06-2019,05-06-2019
40,0,2844228,674 Lelia Inlet,74.0,06-06-2019,05-06-2019
41,0,6923764,2134 Unique Shoal,114.0,06-06-2019,05-06-2019
42,0,3780362,5695 Melba Road,677.0,06-06-2019,05-06-2019
43,0,506141,55052 Lynn Lock Suite 958,246.0,06-06-2019,05-06-2019
44,0,9808764,562 Bashirian Points,396.0,06-06-2019,05-06-2019
45,0,7024977,64194 Kelly Viaduct Suite 116,218.0,06-06-2019,05-06-2019
46,0,1016725,8443 Larissa Brooks,600.0,06-06-2019,05-06-2019
47,0,3277358,27015 Flatley Path,89.0,06-06-2019,05-06-2019
48,0,9384293,5026 Howe Hollow Apt. 511,547.0,06-06-2019,05-06-2019
49,0,3037450,76587 Gaylord Gateway,381.0,06-06-2019,05-06-2019
50,0,2896642,964 Max Springs,435.0,06-06-2019,05-06-2019
51,0,3347176,7716 Haylee Rest,993.0,06-06-2019,05-06-2019
52,0,8105260,843 Baby Creek,770.0,06-06-2019,05-06-2019
53,0,259845,92793 Reichel Bypass Apt. 289,153.0,06-06-2019,05-06-2019
54,0,1894807,5137 Thurman Burgs,272.0,06-06-2019,05-06-2019
55,0,5034860,2220 Novella Passage Apt. 831,62.0,06-06-2019,05-06-2019
56,0,2118829,60007 Lueilwitz Crossing Apt. 200,509.0,06-06-2019,05-06-2019
57,0,8289528,42051 Toby Light Suite 114,260.0,06-06-2019,05-06-2019
58,0,8635268,762 Raynor Courts Suite 473,956.0,06-06-2019,05-06-2019
59,0,6686553,28800 Orn Ridge,458.0,06-06-2019,05-06-2019
60,0,259845,268 Kunze Shores,93.0,06-06-2019,05-06-2019
61,0,4557414,28605 Lubowitz Spring Apt. 238,289.0,06-06-2019,05-06-2019
62,0,4557414,9766 Fadel Streets,387.0,06-06-2019,05-06-2019
63,0,4389194,977 Delaney Causeway,836.0,06-06-2019,05-06-2019
64,0,259845,475 Winifred Point,594.0,06-06-2019,05-06-2019
65,0,8289528,44421 Bednar Row,197.0,06-06-2019,05-06-2019
66,0,8567880,181 Mckenna Port,227.0,06-06-2019,05-06-2019
67,0,8283868,2481 Williamson Shores,347.0,06-06-2019,05-06-2019
68,0,5700850,98793 Reichert Freeway,619.0,06-06-2019,05-06-2019
69,0,3305795,60977 Otis Glen Suite 728,775.0,06-06-2019,05-06-2019
70,0,1016725,85833 Astrid Landing Suite 582,197.0,06-06-2019,05-06-2019
71,0,9925306,4032 Zachariah Land Apt. 206,933.0,06-06-2019,05-06-2019
72,0,1105275,786 Satterfield Drives Suite 558,815.0,06-06-2019,05-06-2019
73,0,6972267,7556 Goyette Mission,323.0,06-06-2019,05-06-2019
74,0,1524814,21315 Deckow Lodge Suite 556,644.0,06-06-2019,05-06-2019
75,0,2270371,5968 Jones Burgs,654.0,06-06-2019,05-06-2019
76,0,2252829,260 Bailey Villages Suite 975,366.0,06-06-2019,05-06-2019
77,0,1524814,2909 Spinka Corner,144.0,06-06-2019,05-06-2019
78,0,8514665,9089 Ledner Parks Suite 970,978.0,06-06-2019,05-06-2019
79,0,1868708,5927 Schaefer Motorway Suite 446,134.0,06-06-2019,05-06-2019
80,0,9188345,39992 Buckridge Flats,159.0,06-06-2019,05-06-2019
81,0,8052164,8312 Gordon Rapid,301.0,06-06-2019,05-06-2019
82,0,3305795,50178 Flavie Light,379.0,06-06-2019,05-06-2019
83,0,9384293,7511 Zion Fields Suite 904,961.0,06-06-2019,05-06-2019
84,0,9708406,965 Kayley Glens Suite 855,571.0,06-06-2019,05-06-2019
85,0,2342690,47678 Joshua Spur Apt. 468,32.0,06-06-2019,05-06-2019
86,0,3780362,46831 Torphy Path,137.0,06-06-2019,05-06-2019
87,0,9170260,646 Tyrese Track Apt. 291,965.0,06-06-2019,05-06-2019
88,0,1107573,831 Lonie Field Suite 989,64.0,06-06-2019,05-06-2019
89,0,3305795,62740 Tremblay Fields Apt. 738,60.0,06-06-2019,05-06-2019
90,0,4089102,591 Gianni Parkway,351.0,06-06-2019,05-06-2019
91,0,3756629,32820 Alanna Meadows,254.0,06-06-2019,05-06-2019
92,0,1159517,71250 Billie Lodge Suite 013,410.0,06-06-2019,05-06-2019
93,0,3003316,11704 Oberbrunner Crescent Apt. 987,252.0,06-06-2019,05-06-2019
94,0,6923764,549 Carrie Land,123.0,06-06-2019,05-06-2019
95,0,3277358,9064 Karl Underpass Apt. 159,91.0,06-06-2019,05-06-2019
96,0,1868708,285 Schiller Unions,961.0,06-06-2019,05-06-2019
97,0,5700850,18753 Funk Ferry Suite 138,778.0,06-06-2019,05-06-2019
98,0,7860193,82809 Vella Course,184.0,06-06-2019,05-06-2019
99,0,3037450,105 Cortez Burgs,347.0,06-06-2019,05-06-2019
100,0,2883550,3128 Will Springs,810.0,06-06-2019,05-06-2019
101,0,9586713,639 Furman Fords,797.0,06-06-2019,05-06-2019
102,0,8289528,32508 Murray Walks,648.0,06-06-2019,05-06-2019
103,0,2883550,8697 General Isle,227.0,06-06-2019,05-06-2019
104,0,3277358,7603 Pfannerstill Loop Apt. 881,576.0,06-06-2019,05-06-2019
105,0,1524814,88949 Berta Cliff Apt. 718,85.0,06-06-2019,05-06-2019
106,0,3347176,76119 Sarah Orchard Apt. 054,54.0,06-06-2019,05-06-2019
107,0,2883550,938 Raoul Brooks,634.0,06-06-2019,05-06-2019
108,0,6972267,591 Ulices Square,300.0,06-06-2019,05-06-2019
109,0,6972267,89292 Maymie Terrace,794.0,06-06-2019,05-06-2019
110,0,9633824,670 Cormier Circle Apt. 281,328.0,06-06-2019,05-06-2019
111,0,7333316,268 Beatty Camp,529.0,06-06-2019,05-06-2019
112,0,9384293,131 Justyn Flat Suite 722,119.0,06-06-2019,05-06-2019
113,0,2270371,45156 Fay Cape Suite 991,293.0,06-06-2019,05-06-2019
114,0,3297411,691 Cronin Crescent,824.0,06-06-2019,05-06-2019
115,0,8359814,90365 Gleason Meadows,906.0,06-06-2019,05-06-2019
116,0,1107573,701 Welch Cove Suite 279,351.0,06-06-2019,05-06-2019
117,0,846368,79462 Naomi Avenue,656.0,06-06-2019,05-06-2019
118,0,7101702,546 Kenya Mills,103.0,06-06-2019,05-06-2019
119,0,1810709,54259 Champlin Loop,502.0,06-06-2019,05-06-2019
